center,mask_name,operation,radius,f1,precision,recall,miou,gt_area,perturbed_area,area_ratio
Colour1,Color1_000024.PNG,dilation,3,0.8745037463133589,0.7769939978937659,0.9999999999960181,0.7769939978937659,25114.0,32322.0,1.2870112287915625
Colour1,Color1_000025.PNG,erosion,1,0.9581752501309094,0.999999999996385,0.9197087572281412,0.9197087572281412,30078.0,27663.0,0.9197087572281412
Colour1,Color1_000025.PNG,erosion,2,0.9107895717891862,0.999999999996024,0.8361925659922994,0.8361925659922994,30078.0,25151.0,0.8361925659922994
Colour1,Color1_000025.PNG,erosion,3,0.8616304104196449,0.9999999999956074,0.7568987299662314,0.7568987299662314,30078.0,22766.0,0.7568987299662314
Colour1,Color1_000025.PNG,dilation,1,0.9612808909626029,0.9254484477372221,0.9999999999966753,0.9254484477372221,30078.0,32501.0,1.0805572178965337
Colour1,Color1_000025.PNG,dilation,2,0.9235587128593767,0.857974156371458,0.9999999999966753,0.857974156371458,30078.0,35057.0,1.1655362723546594
Colour1,Color1_000025.PNG,dilation,3,0.8901186212530126,0.8019944539227762,0.9999999999966753,0.8019944539227762,30078.0,37504.0,1.246891415648491
Colour1,Color1_000026.PNG,erosion,1,0.964833959575213,0.999999999997206,0.9320572916642395,0.9320572916642395,38400.0,35791.0,0.9320572916642395
Colour1,Color1_000026.PNG,erosion,2,0.9257689066742512,0.9999999999969782,0.8617968749977557,0.8617968749977557,38400.0,33093.0,0.8617968749977557
Colour1,Color1_000026.PNG,erosion,3,0.885502780430884,0.9999999999967224,0.7945312499979309,0.7945312499979309,38400.0,30510.0,0.7945312499979309
Colour1,Color1_000026.PNG,dilation,1,0.9670473076705071,0.936197186530131,0.9999999999973959,0.936197186530131,38400.0,41017.0,1.068151041663885
Colour1,Color1_000026.PNG,dilation,2,0.9348069028369438,0.877593929973312,0.9999999999973959,0.877593929973312,38400.0,43756.0,1.1394791666636992
Colour1,Color1_000026.PNG,dilation,3,0.9058632924633383,0.8279252280010609,0.9999999999973959,0.8279252280010609,38400.0,46381.0,1.2078385416635213
Colour1,Color1_000027.PNG,erosion,1,0.9521383503584782,0.9999999999961788,0.9086490052397186,0.9086490052397186,28801.0,26170.0,0.9086490052397186
Colour1,Color1_000027.PNG,erosion,2,0.8974005094601529,0.999999999995734,0.8138953508530471,0.8138953508530471,28801.0,23441.0,0.8138953508530471
Colour1,Color1_000027.PNG,erosion,3,0.839534975560316,0.9999999999952006,0.7234471025286502,0.7234471025286502,28801.0,20836.0,0.7234471025286502
Colour1,Color1_000027.PNG,dilation,1,0.9561925763772066,0.9160623409640074,0.9999999999965279,0.9160623409640074,28801.0,31440.0,1.0916287628863872
Colour1,Color1_000027.PNG,dilation,2,0.9141432881426009,0.8418637280382278,0.9999999999965279,0.8418637280382278,28801.0,34211.0,1.187840699971571
Colour1,Color1_000027.PNG,dilation,3,0.877076463885692,0.7810652492249794,0.9999999999965279,0.7810652492249794,28801.0,36874.0,1.2803027672605802
Colour1,Color1_000028.PNG,erosion,1,0.9399669801236935,0.9999999999951283,0.8867337681934998,0.8867337681934998,23149.0,20527.0,0.8867337681934998
Colour1,Color1_000028.PNG,erosion,2,0.8670777172375171,0.9999999999943556,0.7653462352552363,0.7653462352552363,23149.0,17717.0,0.7653462352552363
Colour1,Color1_000028.PNG,erosion,3,0.7902588949980828,0.9999999999933871,0.6532463605311104,0.6532463605311104,23149.0,15122.0,0.6532463605311104
Colour1,Color1_000028.PNG,dilation,1,0.9462474975572132,0.8979789751313162,0.9999999999956801,0.8979789751313162,23149.0,25779.0,1.113611819080247
Colour1,Color1_000028.PNG,dilation,2,0.8941634949190872,0.8085856998120486,0.9999999999956801,0.8085856998120486,23149.0,28629.0,1.236727288430443
Colour1,Color1_000028.PNG,dilation,3,0.850565794734805,0.7399865741753029,0.9999999999956801,0.7399865741753029,23149.0,31283.0,1.3513758693621696
